0.34,0.12,0.894,0.366,2.93,-0.015,70.026,85.109,-2.755
0.343,0.119,0.89,0.412,2.96,-0.046,0,0,0
0.341,0.12,0.89,0.404,2.907,-0.084,69.49,84.575,-3.616
0.349,0.112,0.891,1.541,4.189,-0.069,68.954,82.972,-2.411
0.338,0.12,0.896,0.099,2.701,-0.13,67.168,83.329,-3.788
0.343,0.12,0.891,0.412,2.739,-0.16,69.133,83.863,-1.894
0.341,0.119,0.891,0.305,2.8,-0.015,69.133,85.999,-2.239
0.343,0.121,0.891,0.343,2.8,0.038,0,0,0
0.341,0.122,0.889,0.267,2.922,-0.038,70.205,84.931,-2.583
0.341,0.119,0.889,0.351,2.907,-0.114,67.168,84.041,-1.722
0.343,0.12,0.889,0.465,3.197,-0.031,68.776,83.863,-2.927
0.343,0.123,0.889,0.191,2.846,-0.099,68.776,83.863,-1.894
0.342,0.12,0.893,0.359,2.945,0.084,67.525,84.397,-2.411
0.341,0.119,0.892,0.412,2.869,-0.038,68.776,83.863,-3.96
0.342,0.121,0.891,0.305,2.983,-0.084,0,0,0
0.341,0.12,0.891,0.336,2.853,0.0,67.883,83.685,-3.788
0.341,0.122,0.888,0.221,2.861,-0.175,69.312,84.753,-4.133
0.343,0.12,0.89,0.832,3.448,-0.168,69.49,83.507,-2.927
0.34,0.122,0.891,0.191,2.609,0.0,68.954,84.041,-2.411
0.341,0.12,0.894,2.602,5.615,-0.45,68.597,84.753,-3.444
