-0.382,-0.927,0.393,-142.7,-3.41,-1.358,51.984,39.35,11.537
1.332,0.1,1.826,-250.0,-67.093,249.992,0,0,0
1.099,2.0,0.987,128.731,11.391,-18.494,79.137,41.486,3.616
0.966,0.441,1.995,249.992,7.538,-248.901,77.886,42.02,4.821
1.217,-1.748,0.671,35.37,-35.927,-250.0,51.805,37.747,10.676
-0.066,-0.943,0.011,10.033,-55.367,-31.006,42.337,40.774,6.716
0.788,-0.404,1.086,-250.0,-100.525,249.992,56.628,35.076,8.438
0.922,1.826,1.1,-76.759,-24.17,121.292,0,0,0
1.223,1.129,2.0,249.992,-39.993,-85.251,80.209,40.062,0.517
1.187,-0.842,1.789,150.665,-56.725,-250.0,67.525,37.391,8.265
-0.174,-1.666,-0.179,159.828,34.683,-90.347,43.409,39.35,6.027
0.232,-0.67,0.391,-184.219,-84.389,249.992,38.229,41.664,2.066
2.0,0.096,1.727,-250.0,72.342,249.992,69.848,32.94,4.649
1.186,2.0,1.512,-88.448,71.96,160.873,0,0,0
1.799,0.603,1.893,226.799,-62.18,-165.901,87.89,46.65,-3.444
0.764,-1.733,1.284,180.481,31.853,-250.0,73.956,37.035,4.821
0.096,-2.0,0.665,103.226,-32.051,33.867,44.302,37.391,7.577
1.301,-1.051,1.571,-250.0,-29.068,249.992,47.696,35.432,6.027
1.505,1.414,2.0,-250.0,47.394,231.247,81.102,42.376,2.411
2.0,1.392,2.0,216.553,-40.016,-191.048,82.888,42.733,-1.722
