0.13,0.029,0.947,-33.722,7.065,-10.513,69.133,91.341,-13.259
0.101,-0.063,1.055,31.342,-18.791,-9.026,0,0,0
0.13,0.059,0.854,-6.668,5.692,-2.037,69.49,89.204,-11.193
0.107,-0.082,1.008,-39.902,26.451,14.885,70.562,90.629,-12.226
0.126,-0.025,0.941,67.657,-11.528,-11.284,69.669,89.382,-12.742
0.125,0.045,0.932,1.289,9.552,3.044,69.848,88.136,-11.193
0.007,-0.09,1.046,-50.27,93.529,24.773,68.954,89.382,-14.464
-0.007,0.021,0.959,25.52,-179.588,-63.82,71.098,89.026,-11.709
0.185,-0.022,0.883,-9.216,-11.795,3.754,0,0,0
-0.053,-0.066,1.071,-20.882,55.099,20.668,70.741,88.67,-9.987
0.179,-0.019,0.784,29.587,-73.151,1.854,70.205,88.492,-14.292
0.267,0.016,0.631,3.632,71.777,3.883,71.277,89.204,-9.126
0.029,-0.069,0.989,-13.313,21.507,2.304,70.741,89.382,-17.564
0.117,-0.036,0.943,44.319,-43.747,8.98,72.884,89.026,-11.709
0.164,0.02,0.964,29.831,40.237,10.933,0,0,0
0.107,0.028,0.922,-66.292,5.264,-10.956,71.455,88.314,-11.021
0.14,-0.091,0.97,-44.319,3.387,-8.812,71.098,87.958,-13.087
0.109,-0.18,1.025,56.801,10.818,9.033,73.42,88.136,-13.948
0.143,0.058,0.735,70.015,8.781,14.336,71.813,87.958,-11.709
0.136,0.024,0.83,-6.447,5.997,2.159,70.919,88.492,-11.193
