0.108,0.023,0.942,0.435,2.907,-0.023,67.525,83.329,-8.61
0.109,0.02,0.946,0.443,2.785,-0.046,0,0,0
0.109,0.019,0.946,0.282,2.823,-0.145,68.24,83.329,-7.577
0.107,0.019,0.944,0.504,2.792,-0.084,68.776,84.219,-9.126
0.109,0.019,0.946,0.496,2.937,-0.038,68.597,84.041,-8.61
0.107,0.019,0.95,0.481,2.823,-0.076,67.168,84.397,-8.61
0.108,0.017,0.946,0.397,2.762,-0.069,67.347,83.507,-7.404
0.111,0.022,0.948,0.366,2.777,-0.008,0,0,0
0.11,0.021,0.943,0.351,2.914,0.031,68.418,84.931,-9.471
0.111,0.019,0.943,0.305,2.876,-0.084,68.954,82.972,-8.61
0.109,0.021,0.943,0.267,2.876,-0.099,67.347,83.863,-8.782
0.109,0.02,0.945,0.366,2.8,-0.084,67.168,84.041,-8.61
0.109,0.02,0.945,0.389,2.808,-0.114,67.704,83.863,-7.749
0.112,0.02,0.945,0.458,2.808,0.015,67.347,83.151,-9.126
0.107,0.02,0.946,0.404,2.785,-0.076,0,0,0
0.108,0.02,0.945,0.351,2.853,-0.107,68.24,83.685,-9.987
0.108,0.019,0.944,0.313,2.815,-0.076,68.061,83.507,-8.093
0.106,0.02,0.941,0.305,2.8,-0.023,66.989,83.863,-9.126
0.107,0.02,0.945,0.359,2.8,-0.015,68.418,83.151,-8.438
0.11,0.019,0.945,0.229,2.907,0.023,68.418,85.643,-9.126
