1.375,-0.317,-1.247,49.69,23.43,145.279,51.269,63.921,8.438
0.93,-0.153,0.759,-47.432,-250.0,33.875,0,0,0
0.227,1.215,2.0,-13.077,-250.0,223.259,53.056,49.321,16.014
-0.175,0.401,1.55,47.76,249.992,-69.58,61.452,31.693,8.954
1.201,0.05,-1.042,91.133,249.992,83.45,56.092,57.689,10.332
1.277,-0.303,-0.605,10.986,-200.302,-45.593,51.091,69.797,0.344
-0.866,0.75,2.0,-46.761,-250.0,18.013,53.949,44.157,15.153
0.323,0.108,2.0,44.586,249.992,45.242,0,0,0
1.177,0.199,0.222,-95.642,249.992,162.254,61.273,35.432,13.603
2.0,0.0,1.597,173.225,-110.199,-126.564,56.986,86.355,-20.836
-0.778,0.059,1.137,249.992,-250.0,-144.279,56.271,82.438,-3.616
2.0,-0.312,2.0,19.6,-250.0,184.921,45.195,31.871,0.861
2.0,0.945,1.268,-42.633,249.992,249.992,55.378,31.337,6.888
2.0,0.229,1.623,108.055,212.601,45.99,0,0,0
1.091,-1.298,0.167,249.992,-250.0,-236.824,58.772,87.068,-17.047
-0.715,-1.457,1.874,232.422,-250.0,-3.326,58.236,78.343,-2.411
2.0,0.218,2.0,-216.82,249.992,249.992,47.518,34.898,4.133
0.99,1.66,1.779,-187.996,249.992,185.417,79.494,42.911,8.782
2.0,-0.581,1.156,249.992,10.483,6.294,71.277,88.136,-19.458
0.483,-1.136,0.364,249.992,-250.0,-176.498,57.164,73.358,-1.033
