0.073,-0.754,1.294,85.251,29.106,145.172,80.566,64.277,6.027
-0.058,-0.459,1.375,123.756,52.765,157.768,0,0,0
-0.213,0.244,0.051,136.62,174.942,165.657,66.632,74.604,6.716
0.166,0.466,-0.17,115.669,151.474,147.636,48.59,86.89,-6.888
1.076,0.262,1.001,76.035,-250.0,94.635,30.904,86.712,-16.703
0.125,-0.207,2.0,61.325,-114.738,165.611,21.972,73.18,-2.927
0.096,0.102,0.826,-125.801,249.992,170.181,13.934,70.509,-11.709
0.86,0.572,0.897,-53.322,249.992,204.765,0,0,0
0.28,0.559,0.74,-104.63,192.284,159.92,18.936,52.704,0.0
0.471,0.525,0.593,29.999,-141.693,98.961,28.403,52.882,9.126
-0.217,0.121,1.475,-41.756,-250.0,78.659,27.51,42.376,8.61
0.782,0.361,2.0,129.143,165.871,5.394,34.477,19.052,-14.292
0.049,0.782,1.695,85.503,249.992,159.851,38.229,22.435,6.888
0.553,0.466,-0.15,-187.447,249.992,81.474,0,0,0
0.958,-0.006,1.906,-41.954,63.835,-14.45,48.411,59.648,20.491
0.33,1.026,0.574,12.802,-250.0,-141.541,67.883,89.382,6.199
0.643,0.897,2.0,32.143,-250.0,-10.056,66.989,46.116,28.068
1.228,-0.353,0.756,183.594,249.992,221.718,61.63,26.53,20.147
0.695,-0.255,0.953,-249.184,249.992,86.456,61.452,87.602,4.133
1.061,1.554,0.074,-225.212,-17.387,89.508,61.63,101.312,-15.67
